lottery_draw_number,lottery_result_front_1,lottery_result_front_2,lottery_result_front_3,lottery_result_front_4,lottery_result_front_5,lottery_result_back_1,lottery_result_back_2,lottery_draw_date
10140,6,18,20,30,31,3,6,2010/11/29
10139,3,13,16,19,29,7,9,2010/11/27
10138,8,12,14,19,27,5,6,2010/11/24
10137,22,27,28,33,35,9,11,2010/11/22
10136,3,13,18,30,33,7,8,2010/11/20
10135,14,17,19,26,32,3,4,2010/11/17
10134,9,12,13,19,30,4,5,2010/11/15
10133,11,16,17,21,22,3,6,2010/11/13
10132,18,21,23,25,29,6,11,2010/11/10
10131,10,15,22,28,29,4,12,2010/11/8
10130,5,6,9,10,34,8,11,2010/11/6
10129,14,15,24,25,26,3,7,2010/11/3
10128,6,17,19,29,35,2,8,2010/11/1
10127,3,22,24,30,33,4,10,2010/10/30
10126,3,5,9,13,33,5,11,2010/10/27
10125,1,7,9,14,19,9,12,2010/10/25
10124,1,9,27,29,34,1,6,2010/10/23
10123,18,20,30,32,33,1,11,2010/10/20
10122,5,6,11,13,26,2,7,2010/10/18
10121,21,22,31,32,34,2,12,2010/10/16
10120,8,10,18,34,35,6,10,2010/10/13
10119,5,13,14,23,26,2,3,2010/10/11
10118,19,22,23,29,35,8,10,2010/10/9
10117,4,6,21,27,34,5,9,2010/10/6
10116,14,22,27,28,35,4,10,2010/10/4
10115,5,7,10,15,32,3,8,2010/10/2
10114,3,7,22,25,35,3,11,2010/9/29
10113,5,16,22,23,32,4,10,2010/9/27
10112,14,15,18,34,35,8,10,2010/9/25
10111,3,6,13,14,29,1,2,2010/9/22
10110,21,29,30,33,35,7,11,2010/9/20
10109,1,2,8,11,25,10,12,2010/9/18
10108,1,10,13,19,34,9,12,2010/9/15
10107,14,17,22,27,34,3,5,2010/9/13
10106,5,27,28,29,34,9,12,2010/9/11
10105,5,17,26,27,35,8,9,2010/9/8
10104,14,25,30,32,33,1,11,2010/9/6
10103,10,14,29,30,35,5,8,2010/9/4
10102,4,15,19,24,35,1,10,2010/9/1
10101,11,15,22,27,35,5,8,2010/8/30
10100,19,20,30,33,35,6,8,2010/8/28
10099,3,11,17,21,30,1,8,2010/8/25
10098,2,3,12,13,25,1,7,2010/8/23
10097,9,17,21,28,29,2,8,2010/8/21
10096,4,9,24,30,35,1,10,2010/8/18
10095,12,14,16,19,25,1,6,2010/8/16
10094,20,32,33,34,35,6,7,2010/8/14
10093,2,4,9,28,29,5,8,2010/8/11
10092,2,15,29,30,34,2,12,2010/8/9
10091,6,10,23,26,31,5,7,2010/8/7
10090,8,24,26,31,32,7,9,2010/8/4
10089,4,10,13,18,23,8,10,2010/8/2
10088,3,5,14,30,35,3,6,2010/7/31
10087,1,12,20,21,24,2,8,2010/7/28
10086,1,2,12,19,35,5,7,2010/7/26
10085,2,10,16,18,34,2,3,2010/7/24
10084,3,13,14,22,26,2,5,2010/7/21
10083,7,11,21,22,35,4,7,2010/7/19
10082,5,8,24,29,30,4,6,2010/7/17
10081,14,18,20,24,27,5,10,2010/7/14
10080,8,19,27,29,34,4,10,2010/7/12
10079,1,4,21,22,24,2,5,2010/7/10
10078,2,3,15,28,35,1,11,2010/7/7
10077,6,7,9,17,24,2,12,2010/7/5
10076,9,12,16,19,35,2,12,2010/7/3
10075,10,12,17,23,27,5,7,2010/6/30
10074,3,7,20,27,32,2,12,2010/6/28
10073,4,9,11,30,32,1,11,2010/6/26
10072,5,10,17,23,25,3,10,2010/6/23
10071,7,12,26,30,32,2,7,2010/6/21
10070,5,14,23,25,28,11,12,2010/6/19
10069,6,17,18,25,29,8,9,2010/6/16
10068,11,17,19,20,34,6,10,2010/6/14
10067,1,11,19,30,32,3,10,2010/6/12
10066,15,21,22,24,27,1,6,2010/6/9
10065,5,8,13,14,32,8,11,2010/6/7
10064,7,10,12,20,21,6,9,2010/6/5
10063,7,14,16,30,31,3,6,2010/6/2
10062,6,7,18,30,31,7,8,2010/5/31
10061,5,12,14,17,22,5,7,2010/5/29
10060,10,13,22,33,34,1,5,2010/5/26
10059,6,10,14,25,34,1,3,2010/5/24
10058,6,15,17,19,30,1,12,2010/5/22
10057,15,17,24,32,35,7,9,2010/5/19
10056,5,9,23,25,30,9,12,2010/5/17
10055,13,14,17,27,32,2,10,2010/5/15
10054,12,25,29,30,33,10,11,2010/5/12
10053,9,19,22,26,34,9,11,2010/5/10
10052,4,6,25,29,32,5,6,2010/5/8
10051,6,10,20,24,32,6,10,2010/5/5
10050,7,8,15,30,35,5,10,2010/5/3
10049,1,25,29,31,33,4,10,2010/5/1
10048,2,3,10,12,25,3,9,2010/4/28
10047,4,8,11,30,31,2,8,2010/4/26
10046,2,15,19,26,27,5,6,2010/4/24
10045,8,17,18,20,28,9,10,2010/4/21
10044,6,21,24,28,30,2,7,2010/4/19
10043,5,8,10,33,35,2,10,2010/4/17
10042,1,5,19,34,35,6,7,2010/4/14
10041,16,22,28,29,34,4,12,2010/4/12
10040,13,20,26,31,35,2,11,2010/4/10
10039,7,19,26,28,32,1,8,2010/4/7
10038,8,10,25,29,33,1,2,2010/4/5
10037,19,21,26,34,35,1,9,2010/4/3
10036,19,25,28,31,33,1,8,2010/3/31
10035,14,16,20,31,34,1,7,2010/3/29
10034,1,6,19,25,26,3,9,2010/3/27
10033,12,19,28,29,30,5,8,2010/3/24
10032,13,16,23,24,33,7,11,2010/3/22
10031,5,13,16,17,35,6,8,2010/3/20
10030,10,12,19,32,35,2,7,2010/3/17
10029,21,22,33,34,35,3,4,2010/3/15
10028,1,2,7,20,35,1,3,2010/3/13
10027,5,23,26,32,34,2,9,2010/3/10
10026,5,23,25,31,35,7,10,2010/3/8
10025,9,11,13,14,25,1,7,2010/3/6
10024,3,14,19,24,25,4,11,2010/3/3
10023,11,13,29,32,33,2,8,2010/3/1
10022,2,11,13,14,25,2,5,2010/2/27
10021,11,20,23,24,25,7,9,2010/2/24
10020,8,18,26,32,33,1,6,2010/2/22
10019,3,11,19,26,27,2,9,2010/2/20
10018,3,10,26,32,33,4,12,2010/2/10
10017,13,21,23,27,34,9,12,2010/2/8
10016,10,12,20,23,32,4,10,2010/2/6
10015,3,10,14,18,28,8,10,2010/2/3
10014,18,19,30,33,35,2,4,2010/2/1
10013,18,21,22,26,34,9,12,2010/1/30
10012,20,24,30,31,33,5,12,2010/1/27
10011,2,3,11,27,32,8,11,2010/1/25
10010,15,22,24,32,35,2,9,2010/1/23
10009,2,5,13,27,32,3,11,2010/1/20
10008,11,23,25,31,32,5,11,2010/1/18
10007,7,23,26,29,32,8,11,2010/1/16
10006,3,13,19,30,34,2,5,2010/1/13
10005,4,17,19,22,30,2,3,2010/1/11
10004,3,6,21,24,34,4,6,2010/1/9
10003,5,14,23,27,30,2,8,2010/1/6
10002,4,23,25,26,30,7,10,2010/1/4
10001,2,6,7,12,27,2,8,2010/1/2
9153,21,22,30,32,34,3,7,2009/12/30
9152,1,23,29,30,32,7,12,2009/12/28
9151,3,8,14,30,31,4,9,2009/12/26
9150,4,11,18,25,34,5,7,2009/12/23
9149,1,3,10,12,20,2,7,2009/12/21
9148,2,4,13,14,33,1,9,2009/12/19
9147,6,12,18,22,29,5,8,2009/12/16
9146,11,17,23,24,25,3,6,2009/12/14
9145,5,11,14,22,35,3,10,2009/12/12
9144,18,26,32,33,34,4,6,2009/12/9
9143,1,9,10,11,22,1,12,2009/12/7
9142,5,6,13,24,31,3,11,2009/12/5
9141,13,14,21,30,33,2,8,2009/12/2
9140,7,8,19,26,30,1,12,2009/11/30
9139,14,16,20,22,32,5,9,2009/11/28
9138,3,4,14,28,32,9,10,2009/11/25
9137,12,28,29,30,34,1,9,2009/11/23
9136,7,13,23,24,29,6,10,2009/11/21
9135,6,8,15,20,32,5,6,2009/11/18
9134,2,16,19,28,33,7,11,2009/11/16
9133,1,8,24,27,34,10,11,2009/11/14
9132,2,10,12,15,28,4,7,2009/11/11
9131,2,3,8,33,34,3,11,2009/11/9
9130,9,14,25,32,34,2,8,2009/11/7
9129,2,10,18,32,33,3,8,2009/11/4
9128,6,21,28,32,34,4,7,2009/11/2
9127,5,9,27,32,34,5,8,2009/10/31
9126,14,23,27,28,33,8,12,2009/10/28
9125,8,20,23,29,31,2,11,2009/10/26
9124,1,3,14,32,35,7,11,2009/10/24
9123,10,21,28,29,32,6,10,2009/10/21
9122,1,2,11,31,33,5,6,2009/10/19
9121,4,5,8,11,22,2,10,2009/10/17
9120,11,23,27,28,32,2,5,2009/10/14
9119,3,12,22,23,28,4,12,2009/10/12
9118,10,17,18,21,34,5,11,2009/10/10
9117,7,21,29,31,33,9,10,2009/10/7
9116,12,15,23,30,33,9,12,2009/10/5
9115,1,2,6,8,26,5,12,2009/10/3
9114,2,8,25,29,33,3,7,2009/9/30
9113,3,4,10,18,27,6,8,2009/9/28
9112,2,8,12,34,35,4,5,2009/9/26
9111,4,11,13,19,35,10,12,2009/9/23
9110,22,28,30,31,34,7,9,2009/9/21
9109,2,11,13,26,35,6,10,2009/9/19
9108,1,9,14,29,30,7,10,2009/9/16
9107,11,12,33,34,35,1,10,2009/9/14
9106,11,21,22,25,34,6,9,2009/9/12
9105,1,25,26,34,35,6,11,2009/9/9
9104,15,25,29,32,33,10,11,2009/9/7
9103,16,20,28,32,33,1,2,2009/9/5
9102,11,13,29,32,35,10,12,2009/9/2
9101,2,10,14,22,26,4,9,2009/8/31
9100,16,20,25,29,33,1,8,2009/8/29
9099,3,9,21,23,33,6,10,2009/8/26
9098,11,17,19,25,26,2,10,2009/8/24
9097,6,13,14,22,25,1,4,2009/8/22
9096,7,12,28,32,33,1,3,2009/8/19
9095,8,18,24,30,33,1,6,2009/8/17
9094,1,5,21,23,29,5,12,2009/8/15
9093,7,9,22,30,33,9,11,2009/8/12
9092,10,21,22,27,29,8,12,2009/8/10
9091,1,5,17,32,34,3,7,2009/8/8
9090,18,25,30,33,34,4,10,2009/8/5
9089,3,6,11,19,27,2,7,2009/8/3
9088,13,16,27,32,34,3,9,2009/8/1
9087,10,24,28,30,33,1,10,2009/7/29
9086,1,2,7,26,29,10,12,2009/7/27
9085,6,13,27,33,34,9,12,2009/7/25
9084,5,9,19,26,35,2,10,2009/7/22
9083,2,5,28,34,35,1,7,2009/7/20
9082,5,11,26,29,32,8,11,2009/7/18
9081,2,15,20,25,33,3,6,2009/7/15
9080,7,16,19,29,35,2,11,2009/7/13
9079,1,2,7,13,34,4,10,2009/7/11
9078,11,23,26,31,34,5,11,2009/7/8
9077,7,20,28,32,34,6,8,2009/7/6
9076,3,9,11,18,24,4,5,2009/7/4
9075,1,7,11,32,33,9,11,2009/7/1
9074,15,17,19,23,32,1,11,2009/6/29
9073,1,10,19,21,30,1,4,2009/6/27
9072,23,26,29,32,33,5,10,2009/6/24
9071,4,20,29,30,33,2,11,2009/6/22
9070,10,21,24,30,31,3,10,2009/6/20
9069,14,16,27,30,33,8,12,2009/6/17
9068,2,12,15,20,28,1,12,2009/6/15
9067,3,6,25,28,32,2,5,2009/6/13
9066,1,8,19,24,31,6,12,2009/6/10
9065,1,12,24,27,32,2,11,2009/6/8
9064,6,10,11,17,34,11,12,2009/6/6
9063,5,6,18,21,22,1,7,2009/6/3
9062,4,22,23,29,31,5,11,2009/6/1
9061,2,10,21,26,34,2,10,2009/5/30
9060,18,28,29,30,31,4,8,2009/5/27
9059,2,13,14,29,33,4,11,2009/5/25
9058,8,10,14,27,32,2,7,2009/5/23
9057,6,15,22,27,30,2,9,2009/5/20
9056,4,13,17,32,35,3,6,2009/5/18
9055,5,8,14,23,24,5,6,2009/5/16
9054,2,12,19,29,30,7,12,2009/5/13
9053,5,9,24,31,33,5,6,2009/5/11
9052,23,24,30,34,35,1,3,2009/5/9
9051,3,11,22,26,29,5,12,2009/5/6
9050,5,15,28,32,33,8,9,2009/5/4
9049,5,16,28,29,34,11,12,2009/5/2
9048,5,6,22,25,27,11,12,2009/4/29
9047,13,18,21,24,29,3,6,2009/4/27
9046,1,9,24,34,35,4,9,2009/4/25
9045,1,9,14,24,35,6,9,2009/4/22
9044,1,7,18,29,34,3,9,2009/4/20
9043,5,21,22,32,35,2,5,2009/4/18
9042,11,24,25,26,31,2,7,2009/4/15
9041,5,9,20,23,29,4,10,2009/4/13
9040,3,16,30,32,33,1,10,2009/4/11
9039,1,3,7,10,33,3,4,2009/4/8
9038,6,17,20,29,32,4,5,2009/4/6
9037,17,18,19,25,31,1,11,2009/4/4
9036,2,12,26,31,33,9,10,2009/4/1
9035,3,7,9,28,33,3,8,2009/3/30
9034,5,19,31,32,35,4,9,2009/3/28
9033,2,8,18,21,32,8,11,2009/3/25
9032,4,12,20,26,29,6,10,2009/3/23
9031,7,11,19,21,22,1,11,2009/3/21
9030,1,7,27,30,32,1,4,2009/3/18
9029,3,4,13,17,24,4,11,2009/3/16
9028,6,20,30,32,35,9,11,2009/3/14
9027,3,22,26,33,34,9,10,2009/3/11
9026,24,30,31,32,34,10,12,2009/3/9
9025,3,17,22,23,33,4,10,2009/3/7
9024,29,31,32,33,35,10,11,2009/3/4
9023,15,17,21,27,33,7,11,2009/3/2
9022,12,14,17,34,35,4,11,2009/2/28
9021,1,15,31,32,34,3,8,2009/2/25
9020,5,16,18,32,35,2,11,2009/2/23
9019,4,29,31,32,35,4,10,2009/2/21
9018,1,6,13,28,29,3,9,2009/2/18
9017,5,11,23,26,33,4,12,2009/2/16
9016,10,11,20,26,27,9,11,2009/2/14
9015,1,5,10,16,27,3,4,2009/2/11
9014,8,14,15,25,26,7,9,2009/2/9
9013,5,24,26,30,35,5,12,2009/2/7
9012,2,5,20,25,31,10,12,2009/2/4
9011,2,11,13,14,21,2,4,2009/2/2
9010,2,9,12,21,29,7,11,2009/1/24
9009,12,18,23,26,32,6,9,2009/1/21
9008,4,17,21,29,31,2,12,2009/1/19
9007,6,14,15,29,35,6,11,2009/1/17
9006,2,4,22,31,35,9,12,2009/1/14
9005,10,11,15,31,32,5,8,2009/1/12
9004,1,3,22,32,35,6,10,2009/1/10
9003,16,18,23,30,32,2,11,2009/1/7
9002,1,4,7,12,30,5,10,2009/1/5
9001,1,15,23,27,30,4,10,2009/1/3
8154,5,7,10,29,32,4,6,2008/12/31
8153,2,4,6,25,26,2,5,2008/12/29
8152,3,5,14,20,33,7,11,2008/12/27
8151,7,10,27,31,34,8,9,2008/12/24
8150,1,9,10,15,25,3,8,2008/12/22
8149,2,5,6,27,29,3,4,2008/12/20
8148,3,7,20,33,35,4,7,2008/12/17
8147,16,18,19,24,35,11,12,2008/12/15
8146,9,23,24,26,33,7,12,2008/12/13
8145,5,16,27,29,30,5,11,2008/12/10
8144,10,19,27,28,33,5,12,2008/12/8
8143,1,2,22,29,32,1,4,2008/12/6
8142,6,18,21,30,35,8,9,2008/12/3
8141,9,15,18,30,34,4,5,2008/12/1
8140,2,9,11,29,32,8,9,2008/11/29
8139,1,6,10,14,22,6,8,2008/11/26
8138,4,5,18,22,35,7,8,2008/11/24
8137,1,10,25,32,35,5,9,2008/11/22
8136,3,28,29,32,34,1,6,2008/11/19
8135,7,22,25,29,33,1,12,2008/11/17
8134,11,13,15,28,35,8,10,2008/11/15
8133,10,12,15,33,35,3,9,2008/11/12
8132,6,14,24,27,29,5,9,2008/11/10
8131,8,9,12,21,32,7,11,2008/11/8
8130,3,5,22,29,34,7,12,2008/11/5
8129,13,16,20,25,27,4,5,2008/11/3
8128,12,15,23,24,25,10,11,2008/11/1
8127,8,21,22,31,33,1,7,2008/10/29
8126,9,29,32,34,35,1,8,2008/10/27
8125,1,4,28,33,34,6,11,2008/10/25
8124,2,10,13,29,33,6,10,2008/10/22
8123,1,6,12,28,31,8,9,2008/10/20
8122,3,6,12,20,29,9,12,2008/10/18
8121,11,23,24,32,35,4,10,2008/10/15
8120,21,23,24,25,32,3,4,2008/10/13
8119,1,2,10,19,27,1,11,2008/10/11
8118,6,9,19,25,30,6,12,2008/10/8
8117,13,23,24,25,30,2,8,2008/10/6
8116,6,8,15,24,31,1,3,2008/10/4
8115,7,9,19,21,33,7,10,2008/10/1
8114,2,3,22,27,31,6,7,2008/9/29
8113,11,14,17,19,22,1,8,2008/9/27
8112,4,18,26,32,33,5,8,2008/9/24
8111,2,11,12,14,19,5,9,2008/9/22
8110,5,16,25,27,33,4,9,2008/9/20
8109,1,10,18,28,34,5,8,2008/9/17
8108,11,16,24,29,32,9,11,2008/9/15
8107,1,2,13,15,16,4,9,2008/9/13
8106,3,5,21,28,33,2,6,2008/9/10
8105,12,21,22,26,35,4,5,2008/9/8
8104,7,8,10,24,34,8,11,2008/9/6
8103,2,11,22,30,34,4,9,2008/9/3
8102,5,25,26,29,35,3,10,2008/9/1
8101,10,13,23,31,33,4,11,2008/8/30
8100,12,20,26,29,30,2,6,2008/8/27
8099,3,18,23,25,30,6,10,2008/8/25
8098,7,10,22,27,33,4,8,2008/8/23
8097,1,10,31,33,35,3,10,2008/8/20
8096,6,7,12,25,28,2,12,2008/8/18
8095,3,4,11,21,25,1,7,2008/8/16
8094,7,12,19,27,34,11,12,2008/8/13
8093,6,7,10,24,30,5,8,2008/8/11
8092,3,23,26,32,34,4,9,2008/8/9
8091,9,13,19,22,25,4,10,2008/8/6
8090,4,11,18,33,34,2,6,2008/8/4
8089,8,13,24,32,33,3,9,2008/8/2
8088,7,11,19,27,31,2,3,2008/7/30
8087,14,22,32,33,35,1,5,2008/7/28
8086,1,6,10,22,35,3,7,2008/7/26
8085,3,7,13,15,19,2,10,2008/7/23
8084,2,17,20,22,25,5,11,2008/7/21
8083,6,14,15,30,31,3,10,2008/7/19
8082,15,19,29,33,35,1,2,2008/7/16
8081,7,8,20,22,29,4,7,2008/7/14
8080,6,9,29,31,33,5,11,2008/7/12
8079,20,23,26,32,33,5,12,2008/7/9
8078,8,17,20,28,31,7,11,2008/7/7
8077,1,8,21,33,34,5,7,2008/7/5
8076,3,5,10,27,34,1,12,2008/7/2
8075,1,10,13,30,33,6,7,2008/6/30
8074,10,13,22,31,35,4,12,2008/6/28
8073,2,5,6,7,31,8,10,2008/6/25
8072,10,25,32,33,34,3,9,2008/6/23
8071,1,5,11,14,25,1,9,2008/6/21
8070,9,17,18,21,31,1,5,2008/6/18
8069,5,13,16,29,33,6,8,2008/6/16
8068,6,9,11,33,34,6,10,2008/6/14
8067,3,10,14,15,22,4,7,2008/6/11
8066,2,7,21,22,25,4,12,2008/6/9
8065,19,22,23,25,32,6,12,2008/6/7
8064,14,18,24,27,31,6,7,2008/6/4
8063,7,11,24,30,35,6,8,2008/6/2
8062,1,15,27,28,29,3,10,2008/5/31
8061,7,10,14,19,32,3,6,2008/5/28
8060,3,13,17,23,30,1,11,2008/5/26
8059,7,13,21,25,31,8,10,2008/5/24
8058,3,9,11,29,33,3,12,2008/5/21
8057,5,8,9,17,33,5,6,2008/5/19
8056,15,19,25,30,31,3,9,2008/5/17
8055,2,14,28,30,35,4,12,2008/5/14
8054,5,14,23,31,35,2,6,2008/5/12
8053,1,13,21,23,32,3,6,2008/5/10
8052,3,18,19,30,35,5,9,2008/5/7
8051,1,7,9,11,33,3,11,2008/5/5
8050,1,5,11,26,27,3,7,2008/5/3
8049,1,11,14,28,30,3,10,2008/4/30
8048,1,13,22,25,27,2,10,2008/4/28
8047,12,18,22,23,30,6,12,2008/4/26
8046,11,25,26,27,35,7,8,2008/4/23
8045,14,32,33,34,35,2,4,2008/4/21
8044,2,21,23,27,32,10,11,2008/4/19
8043,5,8,10,31,33,2,4,2008/4/16
8042,5,10,13,32,35,4,5,2008/4/14
8041,7,17,21,22,28,5,10,2008/4/12
8040,4,8,19,22,29,8,11,2008/4/9
8039,7,11,15,27,35,4,7,2008/4/7
8038,12,13,19,32,33,2,10,2008/4/5
8037,11,20,24,31,35,4,10,2008/4/2
8036,9,19,22,30,32,1,10,2008/3/31
8035,2,12,13,29,30,5,7,2008/3/29
8034,6,7,18,34,35,5,10,2008/3/26
8033,3,10,21,23,30,1,9,2008/3/24
8032,3,9,19,27,33,9,10,2008/3/22
8031,14,20,23,27,28,2,4,2008/3/19
8030,3,21,23,26,35,5,8,2008/3/17
8029,6,11,18,29,30,4,11,2008/3/15
8028,3,11,17,19,26,7,12,2008/3/12
8027,5,17,23,31,32,4,8,2008/3/10
8026,1,21,22,24,25,8,10,2008/3/8
8025,6,10,12,15,28,4,12,2008/3/5
8024,8,12,17,20,30,1,2,2008/3/3
8023,6,26,31,32,34,7,10,2008/3/1
8022,9,12,13,25,31,8,10,2008/2/27
8021,5,10,13,21,24,4,9,2008/2/25
8020,4,5,15,17,33,4,8,2008/2/23
8019,8,24,25,29,31,4,5,2008/2/20
8018,3,6,7,11,30,2,3,2008/2/18
8017,2,14,25,29,32,1,6,2008/2/16
8016,8,10,11,17,19,6,9,2008/2/13
8015,9,18,20,27,33,6,9,2008/2/4
8014,4,7,10,28,34,1,6,2008/2/2
8013,1,11,19,22,35,5,9,2008/1/30
8012,2,10,29,32,35,2,3,2008/1/28
8011,14,20,22,24,27,7,10,2008/1/26
8010,6,23,24,27,29,6,8,2008/1/23
8009,4,8,12,24,30,5,8,2008/1/21
8008,2,6,8,17,32,8,9,2008/1/19
8007,3,4,5,12,28,3,12,2008/1/16
8006,10,12,26,29,34,5,7,2008/1/14
8005,18,25,29,31,34,9,10,2008/1/12
8004,9,22,24,31,33,8,9,2008/1/9
8003,1,11,13,32,35,2,7,2008/1/7
8002,1,12,24,31,32,10,12,2008/1/5
8001,1,2,11,34,35,3,10,2008/1/2
7093,6,8,16,25,27,8,12,2007/12/31
7092,6,19,27,28,29,6,10,2007/12/29
7091,7,12,26,31,32,3,8,2007/12/26
7090,4,20,24,31,33,9,12,2007/12/24
7089,8,13,24,30,34,1,12,2007/12/22
7088,17,18,21,23,33,6,10,2007/12/19
7087,8,18,30,31,33,4,9,2007/12/17
7086,14,18,19,26,28,3,9,2007/12/15
7085,17,24,28,29,33,2,5,2007/12/12
7084,5,11,18,29,34,10,11,2007/12/10
7083,1,5,20,21,24,3,4,2007/12/8
7082,3,5,14,33,34,7,8,2007/12/5
7081,6,18,20,22,35,4,9,2007/12/3
7080,1,15,20,25,27,5,10,2007/12/1
7079,6,9,25,26,31,2,8,2007/11/28
7078,9,12,14,22,23,1,2,2007/11/26
7077,4,6,12,13,24,1,4,2007/11/24
7076,2,9,12,15,31,9,10,2007/11/21
7075,5,11,20,30,32,7,11,2007/11/19
7074,16,17,23,24,31,5,10,2007/11/17
7073,4,5,9,12,23,2,11,2007/11/14
7072,21,24,26,27,33,1,5,2007/11/12
7071,10,22,32,33,35,1,7,2007/11/10
7070,7,26,29,30,35,3,4,2007/11/7
7069,2,13,16,21,35,1,5,2007/11/5
7068,4,9,13,14,33,6,10,2007/11/3
7067,11,18,25,30,31,4,9,2007/10/31
7066,4,7,8,19,24,7,12,2007/10/29
7065,19,20,24,29,31,9,10,2007/10/27
7064,2,16,32,33,35,5,10,2007/10/24
7063,10,31,33,34,35,7,12,2007/10/22
7062,1,4,10,14,29,11,12,2007/10/20
7061,2,10,19,28,29,2,9,2007/10/17
7060,12,13,29,30,31,4,7,2007/10/15
7059,4,15,23,31,33,3,9,2007/10/13
7058,8,21,25,28,33,2,6,2007/10/10
7057,14,16,30,32,35,6,7,2007/10/8
7056,4,11,17,20,21,5,9,2007/10/6
7055,10,16,24,31,33,7,10,2007/10/3
7054,4,10,19,29,34,3,6,2007/10/1
7053,11,16,19,21,25,1,10,2007/9/29
7052,1,14,29,32,33,5,10,2007/9/26
7051,3,7,24,28,35,8,11,2007/9/24
7050,13,21,22,30,35,1,11,2007/9/22
7049,9,10,15,17,32,4,6,2007/9/19
7048,8,25,26,29,35,6,8,2007/9/17
7047,1,6,15,19,35,2,9,2007/9/15
7046,4,16,18,23,30,1,10,2007/9/12
7045,9,16,20,26,35,11,12,2007/9/10
7044,4,5,7,12,26,1,10,2007/9/8
7043,4,9,22,24,31,2,6,2007/9/5
7042,7,10,22,31,35,5,6,2007/9/3
7041,3,16,17,22,35,1,8,2007/9/1
7040,5,21,25,28,35,1,4,2007/8/29
7039,10,11,20,21,35,7,11,2007/8/27
7038,6,21,25,27,32,8,9,2007/8/25
7037,1,6,7,17,31,11,12,2007/8/22
7036,15,18,21,27,34,1,2,2007/8/20
7035,7,11,16,31,32,1,12,2007/8/18
7034,6,8,11,13,22,2,11,2007/8/15
7033,1,5,8,14,22,3,12,2007/8/13
7032,1,13,21,23,32,4,11,2007/8/11
7031,3,21,27,31,32,6,8,2007/8/8
7030,11,14,27,33,35,2,7,2007/8/6
7029,15,22,25,29,35,9,11,2007/8/4
7028,20,26,30,34,35,3,10,2007/8/1
7027,2,3,10,19,27,6,10,2007/7/30
7026,5,9,13,33,35,1,8,2007/7/28
7025,22,24,26,27,34,2,10,2007/7/25
7024,6,16,20,25,31,4,9,2007/7/23
7023,8,10,23,32,34,8,10,2007/7/21
7022,8,10,12,23,25,3,10,2007/7/18
7021,2,4,24,29,33,1,2,2007/7/16
7020,2,6,11,12,18,5,12,2007/7/14
7019,3,6,17,22,23,4,6,2007/7/11
7018,3,4,16,23,28,6,9,2007/7/9
7017,13,14,29,32,34,3,12,2007/7/7
7016,1,14,19,24,31,3,12,2007/7/4
7015,2,8,12,13,17,11,12,2007/7/2
7014,1,2,7,29,32,6,7,2007/6/30
7013,12,17,27,29,34,6,9,2007/6/27
7012,3,12,15,29,34,7,11,2007/6/25
7011,29,32,33,34,35,9,10,2007/6/23
7010,6,8,18,29,34,9,11,2007/6/20
7009,1,3,9,19,34,9,12,2007/6/18
7008,2,8,11,21,23,4,7,2007/6/16
7007,14,16,25,26,35,4,9,2007/6/13
7006,1,16,20,23,28,3,6,2007/6/11
7005,1,9,19,20,30,2,11,2007/6/9
7004,6,10,16,17,25,2,4,2007/6/6
7003,3,4,18,23,32,1,6,2007/6/4
7002,15,22,31,34,35,5,12,2007/6/2
7001,22,24,29,31,35,4,11,2007/5/30
