lottery_draw_number,ds,lottery_result_front_2,lottery_result_front_3,lottery_result_front_4,lottery_result_front_5,lottery_result_back_1,lottery_result_back_2,lottery_draw_date
17117,5,7,9,24,32,8,10,2011/10/7
17118,2,7,16,20,33,3,11,2011/10/8
17119,5,7,13,29,35,3,8,2011/10/9
17120,8,15,24,26,27,5,6,2011/10/10
17121,1,6,12,26,31,1,7,2011/10/11
17122,3,12,18,29,34,3,11,2011/10/12
17123,3,15,23,26,32,1,12,2011/10/13
17124,3,29,30,32,35,3,8,2011/10/14
17125,7,11,18,26,28,4,5,2011/10/15
17126,3,4,13,24,33,1,11,2011/10/16
17127,2,15,18,21,22,3,10,2011/10/17
17128,9,11,13,18,33,2,3,2011/10/18
17129,5,17,20,32,33,4,9,2011/10/19
17130,5,18,28,33,34,3,4,2011/10/20
17131,3,5,8,19,34,1,12,2011/10/21
17132,11,17,23,26,27,1,10,2011/10/22
17133,15,17,19,32,33,1,3,2011/10/23
17134,7,18,19,32,34,2,10,2011/10/24
17135,1,12,15,19,22,2,4,2011/10/25
17136,1,11,20,21,22,3,4,2011/10/26
17137,1,20,22,28,29,5,7,2011/10/27
17138,4,7,9,20,25,2,11,2011/10/28
17139,2,6,19,25,32,9,12,2011/10/29
17140,10,16,25,26,29,1,5,2011/10/30
17141,2,8,21,22,29,3,5,2011/10/31
17142,1,5,16,19,28,2,10,2011/11/1
17143,6,9,24,29,32,2,7,2011/11/2
17144,3,21,23,29,32,10,11,2011/11/3
17145,4,7,17,18,19,3,10,2011/11/4
17146,1,5,11,14,35,9,10,2011/11/5
17147,5,16,17,25,34,1,11,2011/11/6
17148,19,27,31,32,35,11,12,2011/11/7
17149,10,18,19,25,26,4,12,2011/11/8
17150,3,6,10,13,18,9,11,2011/11/9
17151,5,6,23,28,32,4,5,2011/11/10
17152,2,4,7,23,28,2,8,2011/11/11
17153,1,9,24,26,34,9,12,2011/11/12
18001,1,13,22,25,35,3,4,2011/11/13
18002,12,20,23,27,34,1,6,2011/11/14
18003,4,21,23,24,30,9,10,2011/11/15
18004,4,9,22,28,30,1,10,2011/11/16
18005,4,9,23,24,30,8,11,2011/11/17
18006,19,20,30,32,33,3,5,2011/11/18
18007,3,4,28,31,34,4,11,2011/11/19
18008,9,15,17,20,22,10,11,2011/11/20
18009,10,12,28,30,34,3,4,2011/11/21
18010,24,25,26,28,29,4,12,2011/11/22
18011,3,13,15,23,26,1,10,2011/11/23
18012,3,22,24,29,34,7,11,2011/11/24
18013,8,24,31,33,35,7,10,2011/11/25
18014,14,16,18,24,31,1,8,2011/11/26
18015,4,13,15,18,29,5,11,2011/11/27
18016,1,2,12,13,23,9,12,2011/11/28
18017,4,19,21,23,31,4,9,2011/11/29
18018,6,8,13,24,28,6,12,2011/11/30
18019,10,11,19,21,28,5,12,2011/12/1
18020,1,10,13,14,21,9,12,2011/12/2
18021,5,6,8,9,15,4,11,2011/12/3
18022,2,10,19,33,35,5,6,2011/12/4
18023,12,13,18,21,29,2,8,2011/12/5
18024,2,16,24,30,32,4,7,2011/12/6
18025,7,8,9,15,34,7,8,2011/12/7
18026,1,2,3,4,30,3,5,2011/12/8
18027,1,18,20,21,26,4,11,2011/12/9
18028,4,19,25,30,35,4,7,2011/12/10
18029,3,9,21,25,29,1,8,2011/12/11
18030,5,18,21,28,32,9,11,2011/12/12
18031,3,8,13,17,23,5,11,2011/12/13
18032,7,10,17,32,35,5,12,2011/12/14
18033,2,3,19,23,34,4,9,2011/12/15
18034,8,11,22,27,32,3,7,2011/12/16
18035,5,7,10,12,24,7,11,2011/12/17
18036,11,17,18,21,27,7,8,2011/12/18
18037,1,3,27,30,31,2,11,2011/12/19
18038,14,23,25,31,32,1,3,2011/12/20
18039,2,7,14,29,32,10,11,2011/12/21
18040,5,7,18,27,31,1,8,2011/12/22
18041,1,23,25,31,33,1,12,2011/12/23
18042,3,19,25,29,35,5,9,2011/12/24
18043,3,6,13,28,33,4,11,2011/12/25
18044,2,4,6,18,21,5,8,2011/12/26
18045,2,5,20,30,35,5,9,2011/12/27
18046,10,20,22,29,32,5,10,2011/12/28
18047,3,8,10,14,20,4,8,2011/12/29
18048,2,3,11,20,25,2,7,2011/12/30
18049,4,7,9,10,13,6,12,2011/12/31
18050,22,24,26,34,35,6,12,2012/1/1
18051,9,18,28,29,35,3,11,2012/1/2
18052,5,16,18,19,25,2,7,2012/1/3
18053,11,16,21,23,25,2,12,2012/1/4
18054,9,10,12,20,30,1,7,2012/1/5
18055,3,7,20,33,34,9,10,2012/1/6
18056,2,4,16,28,34,5,7,2012/1/7
18057,13,19,22,27,28,5,6,2012/1/8
18058,9,11,12,26,32,4,10,2012/1/9
18059,1,9,10,27,35,6,11,2012/1/10
18060,4,22,27,29,31,2,10,2012/1/11
18061,4,10,12,28,31,8,11,2012/1/12
18062,12,14,19,23,35,2,7,2012/1/13
18063,5,14,15,32,34,3,10,2012/1/14
18064,1,3,4,11,29,2,4,2012/1/15
18065,7,10,28,31,32,8,10,2012/1/16
18066,1,20,23,32,33,1,4,2012/1/17
18067,3,7,12,18,31,7,10,2012/1/18
18068,8,12,16,26,33,5,6,2012/1/19
18069,1,8,13,21,24,2,11,2012/1/20
18070,2,5,10,16,30,4,7,2012/1/21
18071,2,5,23,30,31,3,9,2012/1/22
18072,5,12,17,24,26,1,2,2012/1/23
18073,13,19,24,25,29,2,8,2012/1/24
18074,3,9,12,28,30,4,12,2012/1/25
18075,1,6,12,20,34,4,12,2012/1/26
18076,7,18,28,29,32,6,8,2012/1/27
18077,1,6,9,15,26,8,9,2012/1/28
18078,7,11,12,22,30,3,6,2012/1/29
18079,3,4,10,27,29,1,5,2012/1/30
18080,7,16,24,26,31,10,11,2012/1/31
18081,2,10,13,21,35,1,12,2012/2/1
18082,1,2,14,17,18,8,10,2012/2/2
18083,7,12,25,27,28,10,11,2012/2/3
18084,6,11,17,22,35,11,12,2012/2/4
18085,1,2,14,25,31,5,7,2012/2/5
18086,16,22,24,29,31,4,5,2012/2/6
18087,3,14,19,23,25,1,4,2012/2/7
18088,8,9,21,25,33,1,8,2012/2/8
18089,26,27,28,32,34,6,10,2012/2/9
18090,6,20,24,33,34,4,11,2012/2/10
18091,6,22,26,28,31,1,7,2012/2/11
18092,5,7,14,18,19,4,10,2012/2/12
18093,3,11,16,18,33,3,11,2012/2/13
18094,11,16,25,30,34,8,10,2012/2/14
18095,7,14,18,29,35,5,12,2012/2/15
18096,13,14,20,28,34,6,10,2012/2/16
18097,10,12,14,18,23,1,4,2012/2/17
18098,2,15,18,25,27,5,7,2012/2/18
18099,12,13,16,20,21,1,7,2012/2/19
18100,6,20,21,26,30,6,9,2012/2/20
18101,3,14,15,23,29,4,5,2012/2/21
18102,6,7,13,22,24,10,12,2012/2/22
18103,14,24,26,28,35,2,3,2012/2/23
18104,1,13,14,26,28,7,11,2012/2/24
18105,1,16,19,20,31,2,7,2012/2/25
18106,4,14,17,24,31,1,4,2012/2/26
18107,7,8,9,10,22,3,4,2012/2/27
18108,9,10,24,31,32,7,12,2012/2/28
18109,10,16,23,25,34,2,5,2012/2/29
18110,6,19,21,27,28,3,11,2012/3/1
18111,3,16,27,28,32,4,5,2012/3/2
18112,3,7,8,9,29,9,10,2012/3/3
18113,8,12,27,31,33,4,8,2012/3/4
18114,12,18,26,28,29,5,6,2012/3/5
18115,2,6,13,18,25,1,2,2012/3/6
18116,1,14,17,21,33,7,10,2012/3/7
18117,7,11,13,22,29,3,8,2012/3/8
18118,4,5,14,21,34,6,9,2012/3/9
18119,6,9,11,16,35,2,5,2012/3/10
18120,21,22,25,27,30,8,9,2012/3/11
18121,6,7,21,29,30,1,10,2012/3/12
18122,8,9,21,30,31,5,12,2012/3/13
18123,6,9,29,32,35,2,4,2012/3/14
18124,8,10,12,19,20,10,11,2012/3/15
18125,7,16,20,21,34,4,6,2012/3/16
18126,11,13,15,21,27,5,6,2012/3/17
18127,1,3,4,11,29,8,12,2012/3/18
18128,11,12,14,16,26,8,9,2012/3/19
18129,4,7,21,22,29,3,6,2012/3/20
18130,3,4,16,18,25,1,11,2012/3/21
18131,12,14,21,32,33,2,11,2012/3/22
18132,3,16,22,23,27,1,4,2012/3/23
18133,8,12,14,15,19,1,10,2012/3/24
18134,4,5,19,31,35,2,12,2012/3/25
18135,14,19,23,27,34,6,12,2012/3/26
18136,3,11,12,19,21,5,11,2012/3/27
18137,7,10,22,23,33,8,11,2012/3/28
18138,1,23,24,28,33,4,5,2012/3/29
18139,5,11,16,28,35,6,9,2012/3/30
18140,1,6,8,12,15,3,4,2012/3/31
18141,3,7,23,26,33,4,9,2012/4/1
18142,19,24,28,29,34,10,11,2012/4/2
18143,4,7,20,22,33,1,2,2012/4/3
18144,6,17,18,24,31,7,11,2012/4/4
18145,9,18,29,31,33,6,11,2012/4/5
18146,3,8,9,13,33,1,2,2012/4/6
18147,1,11,26,33,35,2,10,2012/4/7
18148,2,6,24,33,34,2,3,2012/4/8
18149,1,7,10,11,20,3,6,2012/4/9
18150,5,12,13,31,34,10,12,2012/4/10
18151,4,8,18,29,30,3,7,2012/4/11
18152,2,4,5,12,28,8,11,2012/4/12
18153,3,6,7,8,21,1,8,2012/4/13
18154,14,22,23,26,30,3,5,2012/4/14
19001,6,18,23,26,28,3,12,2012/4/15
19002,2,7,14,22,31,1,7,2012/4/16
19003,4,8,18,20,32,10,12,2012/4/17
19004,15,16,17,31,32,3,9,2012/4/18
19005,21,26,27,29,34,5,6,2012/4/19
19006,14,17,19,25,30,4,8,2012/4/20
19007,3,12,16,29,32,1,5,2012/4/21
19008,3,8,17,20,24,6,11,2012/4/22
19009,3,9,15,18,26,6,12,2012/4/23
19010,3,7,24,25,27,2,12,2012/4/24
19011,4,12,13,16,17,4,9,2012/4/25
19012,5,9,17,18,19,7,10,2012/4/26
19013,8,10,15,17,18,1,8,2012/4/27
19014,12,14,20,28,31,9,11,2012/4/28
19015,2,5,10,13,30,4,6,2012/4/29
19016,3,5,13,16,28,2,6,2012/4/30
19017,1,5,7,22,25,3,4,2012/5/1
19018,3,18,19,26,34,6,12,2012/5/2
19019,4,11,19,25,32,1,2,2012/5/3
19020,1,8,16,27,34,3,12,2012/5/4
19021,7,13,17,24,33,1,10,2012/5/5
19022,1,4,14,15,21,1,5,2012/5/6
19023,1,3,14,26,30,6,11,2012/5/7
19024,11,17,19,29,33,8,9,2012/5/8
19025,6,13,16,19,29,3,7,2012/5/9
19026,10,12,15,17,19,2,3,2012/5/10
19027,16,18,24,25,27,2,7,2012/5/11
19028,6,22,28,29,33,2,7,2012/5/12
19029,1,4,18,24,28,2,3,2012/5/13
19030,7,9,13,14,33,2,4,2012/5/14
19031,3,8,21,26,33,4,5,2012/5/15
19032,1,4,7,11,30,7,8,2012/5/16
19033,1,2,4,16,24,7,9,2012/5/17
19034,8,12,15,27,30,1,2,2012/5/18
19035,1,3,5,7,18,8,9,2012/5/19
19036,3,9,21,28,30,1,12,2012/5/20
19037,6,16,26,33,35,4,8,2012/5/21
19038,5,11,16,18,27,7,12,2012/5/22
19039,1,12,18,26,35,6,12,2012/5/23
19040,1,3,31,32,34,1,3,2012/5/24
19041,12,19,20,22,28,2,6,2012/5/25
19042,4,10,13,28,33,11,12,2012/5/26
19043,2,6,7,12,15,6,12,2012/5/27
19044,3,6,10,12,31,1,2,2012/5/28
19045,1,4,16,19,33,3,12,2012/5/29
19046,2,8,14,15,35,10,12,2012/5/30
19047,3,4,10,16,32,4,9,2012/5/31
19048,6,10,16,29,33,5,11,2012/6/1
19049,10,16,22,26,27,7,11,2012/6/2
19050,4,15,16,20,35,3,12,2012/6/3
19051,11,15,16,20,29,4,8,2012/6/4
19052,4,10,15,20,24,7,11,2012/6/5
19053,1,11,19,26,35,11,12,2012/6/6
19054,2,18,23,27,30,5,10,2012/6/7
19055,2,4,6,19,22,2,6,2012/6/8
19056,1,7,10,12,23,6,8,2012/6/9
19057,8,14,16,34,35,6,12,2012/6/10
19058,3,10,13,14,32,7,11,2012/6/11
19059,7,8,15,27,32,8,12,2012/6/12
19060,1,11,12,18,21,8,10,2012/6/13
19061,1,2,13,14,26,5,11,2012/6/14
19062,5,16,23,25,28,1,12,2012/6/15
19063,5,8,15,18,21,4,8,2012/6/16
19064,7,8,13,19,29,11,12,2012/6/17
19065,3,8,10,23,27,2,12,2012/6/18
19066,4,10,11,18,31,5,8,2012/6/19
19067,3,8,11,15,16,2,10,2012/6/20
19068,4,5,8,17,27,6,11,2012/6/21
19069,8,22,23,33,34,4,6,2012/6/22
19070,2,13,15,22,34,2,12,2012/6/23
19071,7,13,14,15,22,7,11,2012/6/24
19072,2,4,6,9,18,7,10,2012/6/25
19073,4,11,19,20,24,8,11,2012/6/26
19074,8,9,13,14,34,5,7,2012/6/27
19075,5,6,7,11,16,2,11,2012/6/28
19076,1,6,11,23,29,1,11,2012/6/29
19077,1,15,17,21,33,7,10,2012/6/30
19078,5,10,21,26,30,1,7,2012/7/1
19079,10,13,16,28,35,4,5,2012/7/2
19080,5,13,18,19,24,2,7,2012/7/3
19081,6,24,26,30,33,2,7,2012/7/4
19082,6,18,20,21,31,3,4,2012/7/5
19083,17,24,26,28,32,7,9,2012/7/6
19084,12,23,25,34,35,1,7,2012/7/7
19085,4,5,6,15,26,8,11,2012/7/8
19086,5,15,16,28,31,2,7,2012/7/9
19087,5,6,18,19,27,7,12,2012/7/10
19088,1,5,18,27,33,6,8,2012/7/11
19089,9,14,18,33,34,3,12,2012/7/12
19090,13,19,28,30,33,2,12,2012/7/13
19091,4,13,20,26,28,3,12,2012/7/14
19092,2,11,15,27,30,2,5,2012/7/15
19093,16,17,26,29,35,1,7,2012/7/16
19094,1,12,14,26,27,7,9,2012/7/17
19095,3,12,17,19,31,2,6,2012/7/18
19096,2,12,22,23,27,2,6,2012/7/19
19097,10,17,20,30,35,10,12,2012/7/20
19098,13,15,17,19,22,3,4,2012/7/21
19099,4,6,18,27,33,7,9,2012/7/22
19100,5,8,12,19,21,6,11,2012/7/23
19101,5,11,18,19,27,5,6,2012/7/24
19102,5,10,15,19,31,3,6,2012/7/25
19103,5,12,22,27,32,4,7,2012/7/26
19104,2,7,19,22,28,3,5,2012/7/27
19105,1,4,9,14,17,1,6,2012/7/28
19106,5,8,10,32,35,2,10,2012/7/29
19107,5,9,19,27,35,2,3,2012/7/30
19108,24,27,28,31,34,4,8,2012/7/31
19109,2,7,8,20,25,11,12,2012/8/1
19110,1,19,23,24,30,4,5,2012/8/2
19111,6,15,20,23,27,8,10,2012/8/3
19112,3,10,16,21,33,5,6,2012/8/4
19113,3,11,27,34,35,1,2,2012/8/5
19114,3,5,7,20,23,4,11,2012/8/6
19115,1,18,21,28,32,5,12,2012/8/7
19116,2,10,16,21,23,2,12,2012/8/8
19117,1,18,21,25,35,7,8,2012/8/9
19118,2,3,13,19,26,2,3,2012/8/10
19119,3,6,9,23,34,2,11,2012/8/11
19120,6,15,17,22,25,1,9,2012/8/12
19121,1,2,3,7,17,4,10,2012/8/13
19122,5,19,25,31,33,10,11,2012/8/14
19123,3,13,15,26,30,5,12,2012/8/15
19124,7,17,26,27,30,6,12,2012/8/16
19125,5,8,9,14,34,2,5,2012/8/17
19126,5,9,16,18,30,4,7,2012/8/18
19127,4,7,8,11,16,9,11,2012/8/19
19128,20,21,25,34,35,3,12,2012/8/20
19129,10,13,18,23,30,6,12,2012/8/21
19130,1,13,20,21,26,4,10,2012/8/22
19131,5,6,14,27,29,6,10,2012/8/23
19132,3,5,6,13,18,10,12,2012/8/24
19133,3,12,24,27,34,1,12,2012/8/25
19134,5,6,7,14,17,10,11,2012/8/26
19135,4,5,19,25,26,1,11,2012/8/27
19136,3,16,20,26,29,3,9,2012/8/28
19137,3,5,12,13,26,7,12,2012/8/29
19138,4,6,7,20,29,2,4,2012/8/30
19139,1,5,7,8,11,6,10,2012/8/31
19140,3,7,8,25,27,3,5,2012/9/1
19141,2,10,20,21,35,1,12,2012/9/2
19142,3,4,26,29,33,6,7,2012/9/3
19143,4,22,23,24,32,6,12,2012/9/4
19144,2,5,20,28,31,2,11,2012/9/5
19145,5,9,19,22,32,3,5,2012/9/6
19146,10,11,26,33,34,1,6,2012/9/7
19147,9,12,19,22,33,7,8,2012/9/8
19148,3,4,7,11,30,8,9,2012/9/9
19149,1,2,7,33,35,6,10,2012/9/10
19150,7,11,12,16,33,5,7,2012/9/11
20001,17,25,26,32,34,4,7,2012/9/12
20002,3,7,18,25,30,2,7,2012/9/13
20003,23,25,26,30,34,3,7,2012/9/14
20004,17,20,21,29,30,5,9,2012/9/15
20005,6,10,33,34,35,1,3,2012/9/16
20006,9,22,25,31,32,8,12,2012/9/17
20007,2,10,19,24,30,5,8,2012/9/18
20008,14,17,19,24,32,1,6,2012/9/19
20009,19,29,31,34,35,6,10,2012/9/20
20010,1,8,13,24,32,2,9,2012/9/21
20011,2,13,19,22,23,2,7,2012/9/22
20012,1,6,18,32,34,1,3,2012/9/23
20013,1,4,5,11,35,3,9,2012/9/24
20014,3,7,9,17,21,3,6,2012/9/25
20015,1,7,23,24,26,3,7,2012/9/26
20016,4,8,19,31,35,1,2,2012/9/27
20017,1,6,7,9,10,2,11,2012/9/28
20018,9,14,16,24,26,4,12,2012/9/29
20019,1,12,22,23,33,1,12,2012/9/30
20020,8,10,12,26,32,5,9,2012/10/1
20021,10,12,24,31,33,4,9,2012/10/2
20022,4,14,20,28,35,2,3,2012/10/3
20023,4,11,23,26,30,1,6,2012/10/4
20024,3,5,6,24,30,3,7,2012/10/5
20025,2,14,21,22,26,5,7,2012/10/6
20026,3,15,26,32,34,8,12,2012/10/7
20027,4,7,20,25,32,3,9,2012/10/8
20028,4,5,28,34,35,1,8,2012/10/9
20029,11,14,17,22,30,7,9,2012/10/10
20030,1,8,17,27,30,5,6,2012/10/11
20031,1,2,5,15,21,4,5,2012/10/12
20032,2,3,9,16,32,3,4,2012/10/13
20033,7,19,20,31,34,5,8,2012/10/14
20034,11,13,20,27,31,2,4,2012/10/15
20035,10,11,22,26,28,2,4,2012/10/16
20036,1,5,11,12,26,2,7,2012/10/17
20037,1,4,10,11,14,2,5,2012/10/18
20038,4,15,20,22,24,1,9,2012/10/19
20039,1,5,15,22,31,2,9,2012/10/20
20040,2,17,20,28,29,1,7,2012/10/21
20041,7,13,20,29,34,4,7,2012/10/22
20042,3,4,5,11,22,5,6,2012/10/23
20043,12,13,17,31,32,1,6,2012/10/24
20044,1,3,22,28,30,2,5,2012/10/25
20045,2,9,16,23,27,3,8,2012/10/26
20046,15,24,27,30,34,4,12,2012/10/27
20047,4,18,27,28,30,3,10,2012/10/28
20048,3,9,10,15,16,7,9,2012/10/29
20049,3,11,15,22,30,8,10,2012/10/30
20050,3,14,16,22,34,2,6,2012/10/31
20051,2,7,9,19,33,1,7,2012/11/1
20052,9,11,26,28,35,6,7,2012/11/2
20053,2,15,18,21,27,3,6,2012/11/3
20054,11,14,15,19,20,3,7,2012/11/4
20055,3,4,12,18,34,10,12,2012/11/5
20056,3,11,25,29,34,3,6,2012/11/6
20057,17,20,21,22,31,2,8,2012/11/7
20058,1,15,19,26,27,5,10,2012/11/8
20059,1,15,22,28,32,3,11,2012/11/9
20060,12,14,25,34,35,3,12,2012/11/10
20061,7,8,12,21,26,1,6,2012/11/11
20062,1,5,14,23,31,2,7,2012/11/12
20063,11,18,20,21,33,6,7,2012/11/13
20064,5,10,23,34,35,1,11,2012/11/14
20065,13,15,26,32,33,5,7,2012/11/15
20066,6,14,21,34,35,3,10,2012/11/16
20067,1,8,14,16,28,4,10,2012/11/17
20068,15,20,23,26,33,2,8,2012/11/18
20069,5,7,26,30,31,7,10,2012/11/19
20070,1,22,30,31,32,4,12,2012/11/20
20071,1,12,16,28,33,3,12,2012/11/21
20072,11,15,18,20,27,5,6,2012/11/22
20073,4,10,12,23,27,8,9,2012/11/23
20074,3,9,10,12,21,4,11,2012/11/24
20075,2,9,10,21,35,1,7,2012/11/25
20076,1,8,18,28,30,10,12,2012/11/26
20077,17,23,28,29,32,1,3,2012/11/27
20078,14,18,20,28,34,10,11,2012/11/28
20079,4,16,24,29,35,2,12,2012/11/29
20080,3,6,22,24,25,9,10,2012/11/30
20081,1,13,15,32,35,8,10,2012/12/1
20082,2,11,12,21,34,4,8,2012/12/2
20083,1,2,17,32,34,4,9,2012/12/3
20084,2,10,20,24,31,6,12,2012/12/4
20085,3,4,11,15,28,2,3,2012/12/5
20086,8,11,15,20,28,4,10,2012/12/6
20087,1,4,20,23,29,4,8,2012/12/7
20088,2,7,23,26,35,1,12,2012/12/8
20089,13,16,20,22,27,1,2,2012/12/9
20090,5,6,27,28,29,11,12,2012/12/10
20091,12,16,20,23,31,5,12,2012/12/11
20092,8,11,17,31,35,7,11,2012/12/12
20093,6,14,25,27,28,4,11,2012/12/13
20094,4,6,7,8,16,2,8,2012/12/14
20095,2,18,25,26,32,2,7,2012/12/15
20096,7,8,10,25,28,3,11,2012/12/16
20097,5,25,27,30,34,6,12,2012/12/17
20098,4,9,15,24,35,4,10,2012/12/18
20099,2,3,11,15,27,4,12,2012/12/19
20100,4,5,8,22,33,7,10,2012/12/20
20101,3,4,5,9,34,7,9,2012/12/21
20102,7,11,18,20,29,9,12,2012/12/22
20103,7,12,13,19,23,2,8,2012/12/23
20104,3,12,23,26,30,4,7,2012/12/24
20105,3,8,12,13,22,4,12,2012/12/25
20106,2,3,11,14,27,4,10,2012/12/26
20107,1,4,13,17,28,3,7,2012/12/27
20108,2,3,6,7,33,8,9,2012/12/28
20109,2,20,21,23,32,6,12,2012/12/29
20110,11,16,20,21,28,5,11,2012/12/30
20111,5,7,9,20,28,2,7,2012/12/31
20112,8,11,13,30,32,2,6,2013/1/1
20113,6,14,18,28,33,2,5,2013/1/2
20114,10,12,21,24,30,3,7,2013/1/3
20115,1,9,18,19,23,1,9,2013/1/4
20116,8,10,12,16,22,3,9,2013/1/5
20117,7,19,20,23,24,5,10,2013/1/6
20118,1,9,15,30,33,4,9,2013/1/7
20119,14,22,24,28,32,7,8,2013/1/8
20120,5,25,26,30,35,4,10,2013/1/9
20121,9,17,27,28,35,3,8,2013/1/10
20122,8,19,29,34,35,6,11,2013/1/11
20123,1,7,11,15,21,4,11,2013/1/12
20124,11,15,24,26,35,4,5,2013/1/13
20125,1,2,3,8,22,1,4,2013/1/14
20126,1,4,9,22,28,4,12,2013/1/15
20127,1,4,17,18,26,3,10,2013/1/16
20128,9,12,13,26,33,4,10,2013/1/17
20129,10,22,27,33,34,1,11,2013/1/18
20130,16,17,23,26,32,2,12,2013/1/19
20131,8,25,27,29,35,2,3,2013/1/20
20132,3,15,16,17,21,7,10,2013/1/21
20133,11,24,26,33,35,8,9,2013/1/22
20134,8,11,13,22,25,4,7,2013/1/23
21001,2,6,12,19,33,8,9,2013/1/24
21002,2,16,26,31,34,9,11,2013/1/25
21003,7,21,28,31,35,4,10,2013/1/26
21004,5,10,17,23,28,2,8,2013/1/27
21005,3,7,10,12,35,3,5,2013/1/28
21006,4,22,25,28,35,4,5,2013/1/29
21007,5,23,30,34,35,8,10,2013/1/30
21008,5,19,20,27,33,3,8,2013/1/31
21009,1,3,20,29,32,5,12,2013/2/1
21010,1,5,16,22,34,8,11,2013/2/2
21011,6,9,11,14,21,1,3,2013/2/3
21012,6,12,20,23,33,1,9,2013/2/4
21013,21,27,28,30,34,8,11,2013/2/5
21014,7,13,20,27,29,4,9,2013/2/6
21015,4,8,17,19,25,1,7,2013/2/7
21016,8,9,10,19,34,1,2,2013/2/8
21017,17,21,26,29,32,2,7,2013/2/9
21018,2,20,23,26,34,5,10,2013/2/10
21019,1,12,13,28,29,3,4,2013/2/11
21020,7,21,22,30,33,4,6,2013/2/12
21021,16,18,29,33,35,9,12,2013/2/13
21022,2,12,22,30,33,2,4,2013/2/14
21023,7,9,13,16,32,2,9,2013/2/15
21024,11,14,21,24,31,2,10,2013/2/16
21025,17,18,23,30,31,10,12,2013/2/17
21026,7,11,20,24,27,1,11,2013/2/18
21027,9,21,22,26,30,4,12,2013/2/19
21028,2,3,5,17,29,4,10,2013/2/20
21029,2,6,10,32,33,4,7,2013/2/21
21030,18,23,25,26,32,2,7,2013/2/22
21031,1,4,19,20,34,3,5,2013/2/23
21032,1,11,14,34,35,7,10,2013/2/24
21033,1,3,5,30,32,1,5,2013/2/25
21034,8,10,14,25,34,7,8,2013/2/26
21035,5,11,16,30,32,3,4,2013/2/27
21036,8,17,25,28,33,7,11,2013/2/28
21037,10,21,27,29,33,4,12,2013/3/1
21038,9,11,20,29,32,1,7,2013/3/2
21039,4,12,14,21,35,2,11,2013/3/3
21040,2,3,9,16,19,3,7,2013/3/4
21041,2,5,9,11,32,4,9,2013/3/5
21042,9,15,20,23,29,4,5,2013/3/6
21043,7,12,17,19,34,1,10,2013/3/7
21044,6,18,31,33,35,10,11,2013/3/8
21045,1,4,6,11,19,7,9,2013/3/9
21046,6,8,12,14,18,6,8,2013/3/10
21047,1,6,9,25,33,4,8,2013/3/11
21048,4,7,17,21,27,10,12,2013/3/12
21049,1,10,22,23,25,2,12,2013/3/13
21050,9,22,32,33,35,5,10,2013/3/14
21051,1,4,14,16,19,3,4,2013/3/15
21052,2,11,13,14,30,9,12,2013/3/16
21053,3,6,15,17,35,7,11,2013/3/17
21054,3,6,17,20,25,3,9,2013/3/18
21055,3,6,10,11,24,10,11,2013/3/19
